Fuel_consumption,Accelerator_Pedal_value,Throttle_position_signal,Short_Term_Fuel_Trim_Bank1,Intake_air_pressure,Filtered_Accelerator_Pedal_value,Absolute_throttle_position,Engine_soacking_time,Inhibition_of_engine_fuel_cut_off,Engine_in_fuel_cut_off,Fuel_Pressure,Long_Term_Fuel_Trim_Bank1,Engine_speed,Engine_torque_after_correction,Torque_of_friction,Flywheel_torque_(after_torque_interventions),Current_spark_timing,Engine_coolant_temperature1,Engine_Idel_Target_Speed,Engine_torque,Calculated_LOAD_value,Minimum_indicated_engine_torque,Maximum_indicated_engine_torque,Flywheel_torque,Torque_scaling_factor(standardization),Standard_Torque_Ratio,Requested_spark_retard_angle_from_TCU,TCU_requests_engine_torque_limit_(ETL),TCU_requested_engine_RPM_increase,Target_engine_speed_used_in_lock-up_module,Glow_plug_control_request,Activation_of_Air_compressor,Torque_converter_speed,Current_Gear,Engine_coolant_temperature2,Wheel_velocity_front_left-hand,Wheel_velocity_rear_right-hand,Wheel_velocity_front_right-hand,Wheel_velocity_rear_left-hand,Torque_converter_turbine_speed_-_Unfiltered,Clutch_operation_acknowledge,Converter_clutch,Gear_Selection,Vehicle_speed,Acceleration_speed_-_Longitudinal,Indication_of_brake_switch_ON/OFF,Master_cylinder_pressure,Calculated_road_gradient,Acceleration_speed_-_Lateral,Steering_wheel_speed,Steering_wheel_angle,Time(s),Class,PathOrder
512,0,6.6,-0.8,0,0,14.5,4,0,0,0,2.3,1180,21.5,15.6,-1.6,13.1,87,0,21.1,36.1,2.3,64.1,-1.5,230,1,15,508,0,3040,0,1,1011.8,1,89,7.1,6,6,7.1,1014.8,1,0,5,6,0.4,2,1.3,0,0.3,12,0.1,1984,B,1,
332.8,0,7.1,-0.8,0,0,14.5,7,0,0,0,3.9,683,19.9,14.5,10.9,-3.4,84,0,19.9,47.1,2,54.3,11.2,230,1,15,508,0,3040,0,1,100,1,91,0.5,0,0,0.5,100.8,1,0,5,0,0.1,2,4.2,0,0.2,0,2.7,1795,F,2,
985.6,0,12.7,-4.7,37,0,19.2,6,0,0,0,3.1,1645,34.8,12.9,49.8,25.9,84,0,34.8,51,2,72.3,49.8,230,1,15,508,0,3040,0,1,1643.3,4,90,35.9,34.4,35,35.6,1644,0,2,5,34,0.3,1,1.1,3,0,0,1.1,1218,D,2,
588.8,0,10.8,-3.9,23,0,17.3,4,0,0,0,2.3,1197,28.9,15.2,42.4,21.8,84,0,28.9,47.1,2.3,62.9,42.5,230,1,15,508,0,3040,0,1,948.3,3,93,15.6,14.1,14.1,15.5,948.8,1,0,5,15,0.2,1,1.1,2,0.1,0,2.2,1033,H,2,
1075.2,19.1,16.5,-0.8,75,0,20.8,0,0,0,0,2.3,1468,40.2,16,76,12,87,0,40.2,63.1,2,69.1,75.3,230,1,15,508,0,3040,0,1,1081.5,2,71,11.9,10.8,10.9,11.8,1084.8,1,0,5,11,0.7,1,1,0,-0.1,0,-0.9,624,B,1,
486.4,0,8.5,0,18,0,15.7,2,0,0,0,3.1,1879,16,13.3,13.4,37.9,84,0,16,20.8,2.3,76.2,13.4,230,1,15,508,0,3040,0,1,1878.5,4,90,41,40,40.1,40.8,1878.5,0,2,5,39,-0.2,1,1.1,0,0.2,4,4.8,196,D,1,
371.2,0,7.1,0,0,0,14.9,2,0,0,0,2.3,677,22.3,16.4,13.1,-3.4,88,0,22.3,52.2,2,53.5,13.1,230,1,15,508,0,3040,0,1,0,1,76,0,0,0,0,0,1,0,5,0,0.2,1,4.8,0,0,0,7.3,771,H,1,
345.6,0,7.1,-0.8,61,0,14.9,7,0,0,0,3.9,668,21.9,15.2,17.2,-3,87,0,21.9,50.6,2,53.9,17.3,230,1,15,508,0,3040,0,1,0,1,89,0,0,0,0,0,1,0,5,0,0,2,20.6,0,0.4,0,-24,583,I,1,
652.8,0,8.5,1.6,1,0,16.5,0,0,0,0,1.6,1786,19.1,14.8,-7.2,23.6,84,0,18.8,28.6,2,76.2,-7.3,230,1,15,508,0,3040,0,1,1740,3,56,29,28,28.1,28.8,1739.8,1,0,5,27,-0.1,2,3.3,0.5,0,0,-2.2,277,F,1,
345.6,0,7.1,0.8,0,0,14.5,3,0,0,0,2.3,670,20.3,14.5,13.3,-2.3,87,0,20.3,47.1,2,53.9,13.2,230,1,15,508,0,3040,0,1,0,1,93,0,0,0,0,0,1,0,5,0,-0.2,2,25.1,0,0,0,5.8,1414,I,1,
435.2,0,8,0.8,41,0,15.3,3,0,0,0,3.1,1230,16.4,15.2,17,10.5,85,0,16.4,29.8,2.3,64.5,15.9,230,1,15,508,0,3040,0,1,1217.5,3,88,20.1,19.8,19.7,20.1,1218,1,0,5,19,-0.2,1,1,0.5,-0.6,4,6.7,1802,J,2,
64,0,10.4,0,45,0,14.5,4,0,0,0,2.3,945,19.5,16,19.8,12.4,84,0,19.5,31,2,58.2,17.7,230,1,15,302,0,3040,0,1,1132.3,1,92,11.6,10.8,10.8,11.5,1138.5,1,0,5,11,-0.4,1,1.1,0,0,0,-5.8,664,H,2,
486.4,0,7.1,3.9,0,0,14.5,2,0,0,0,3.1,1835,12.1,14.5,-6.1,21.8,84,0,12.1,19.6,2.3,75.8,-5.8,230,1,15,508,0,3040,0,1,1852.3,3,92,30.6,29.7,29.8,30.5,1851,1,0,5,29,-0.1,1,1.1,11.5,0.5,20,21.2,2443,D,2,
2905.6,27.7,78,1.6,97,0,60.8,235,0,0,0,2.3,2468,55.9,11.7,105.4,4.5,85,0,55.9,92.2,2.7,77.7,104.8,230,1,15,508,0,3040,0,1,2192.3,3,83,36.4,35.2,35.5,36,2194.5,1,0,5,35,1.1,1,1,5,0,0,0.5,1510,H,1,
563.2,0,8.9,-3.1,73,0,16.5,0,0,0,0,3.9,782,28.9,23.4,11,-1.1,52,0,28.9,61.6,2,59.8,11.1,230,1,15,508,0,3040,0,1,9.5,14,58,0.3,0,0,0.4,8.8,1,0,7,0,0.1,2,13.9,0,0,116,165.3,24,B,1,
307.2,0,6.6,-1.6,0,0,14.5,4,0,0,0,3.1,877,14.8,15.2,-1.2,2.3,84,0,14.8,32.9,2,58.2,-1.4,230,1,15,508,0,3040,0,1,852.8,1,91,9.1,5.9,6.2,8.8,853.3,1,0,5,7,-0.5,1,1,0,-0.5,48,-284.8,1690,G,1,
2688,0,28.2,2.3,58,0,34.1,3,0,0,0,1.6,2376,55.1,7.8,84.3,10.1,87,0,54.7,81.2,2.7,80.1,84.1,230,1,15,508,0,3040,0,0,2306.8,5,92,70.4,68.9,69.5,69.8,2307.8,0,2,5,67,0.5,1,1.1,0.5,0,0,0.5,994,D,2,
1804.8,13.3,20.2,2.3,80,0,27.1,235,0,0,0,2.3,2044,42.2,11.3,13,11.3,85,0,41.8,70.2,2.3,76.6,13,230,1,15,482,0,3040,0,1,1938,3,79,32.1,31.2,31.4,31.9,1940.3,1,0,5,30,0.7,1,0.9,2,0.1,0,-2.3,1337,H,1,
1664,23.4,25.4,-3.9,88,0,27.1,255,0,0,0,1.6,1871,51.2,11.3,101.7,9.4,85,0,51.2,76.1,2.3,76.2,88.1,230,1,15,508,0,3040,0,1,1696.3,6,87,66.8,65.6,66,66.3,1697,0,1,5,64,0.2,1,1.1,0,0,0,4.1,1085,A,1,
0,0,8,0,0,0,15.7,0,0,1,0,3.1,1630,0,13.7,-33.2,-7.5,84,0,0,21.6,0,72.3,-33.2,230,1,15,508,0,3040,0,1,1654,5,87,50.4,49.3,49.4,50.1,1653.8,0,1,5,48,-0.7,2,4,-0.5,-0.3,0,-4.5,2372,F,1,
755.2,0,8.9,-3.9,14,0,16.5,0,0,0,0,3.1,1670,26.2,12.1,18.7,32.3,40,0,26.2,33.3,2,78.5,18.7,230,1,15,508,0,3040,0,0,1546.8,1,27,10.6,10,10,10.6,1548.8,1,0,5,10,0.3,1,0.9,0,-0.1,12,8.7,60,B,1,
396.8,0,6.1,2.3,28,0,14.5,3,0,1,0,3.1,1553,7,14.5,-28.1,0.8,83,0,6.6,18.8,1.2,71.5,-29.9,230,1,15,508,0,3040,0,1,1662.5,6,95,65.5,64.1,64.3,65.1,1662.3,0,1,5,62,-0.8,2,6,0.5,-0.1,4,-4.8,979,J,1,
499.2,6.6,9.4,-1.6,56,0,16.1,2,0,0,0,0.8,1021,26.6,14.8,45,12,84,0,26.2,45.9,2,60.9,45,230,1,15,508,0,3040,0,1,767,3,89,12.6,12,12,12.5,767.8,1,0,5,12,0.1,1,1.1,0,-0.5,0,2.2,1270,G,1,
230.4,0,5.2,-0.8,0,0,13.3,3,0,0,0,4.7,630,14.5,9,12.7,-0.8,92,0,14.8,35.7,2,54.3,12.8,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0,0,1,0,5,0,-0.1,2,6.6,0,0.5,0,-9.8,1333,D,2,
627.2,0,9.4,-7.8,12,0,16.5,2,0,0,0,3.9,1226,30.5,12.9,35,25.1,85,0,30.5,47.5,2.3,65.2,35,230,1,15,508,0,3040,0,1,883,1,89,6,5.2,5.2,5.9,887.8,1,0,5,5,0.8,1,1,0,0,20,59.8,77,D,2,
486.4,0,7.5,0.8,3,0,15.3,6,0,0,0,2.3,1057,22.3,14.5,6.7,11.6,87,0,22.3,40.4,2,61.3,6,230,1,15,508,0,3040,0,1,996.5,1,87,7.9,8,8,7.8,1001.3,1,0,5,8,-0.1,1,1,0,-0.1,160,59.6,173,C,1,
1881.6,0,18.3,0,53,0,23.1,6,0,0,0,3.1,2205,45.7,12.1,85.4,21.8,84,0,45.7,60.4,2.3,78.9,85.8,230,1,15,508,0,3040,0,1,2136.3,6,93,84,82.3,82.9,83.4,2136.8,0,2,5,80,0.2,1,1.2,-0.5,0.3,4,5.2,1267,C,1,
435.2,0,7.1,7.8,0,0,14.9,6,0,0,0,3.1,1967,6.6,12.1,0.2,12,90,0,3.9,16.9,0,75.8,-22,230,1,15,508,0,3040,0,1,2077.3,5,92,72.3,70.1,70.1,71.9,2072.5,1,0,5,68,-0.4,2,1.1,-1,-0.8,0,-6.5,1444,D,2,
256,0,5.2,-3.9,36,0,13.7,0,0,0,0,4.7,867,11.3,15.2,-8.3,-0.8,84,0,11.3,27.1,2,58.6,-8.3,230,1,15,508,0,3040,0,1,1267.3,5,93,38.8,37.4,37.6,38.5,1267.3,1,0,5,36,-0.6,2,3.6,1.5,0,4,-8.1,735,B,2,
0,0,8.5,0,31,0,16.1,3,0,1,0,3.1,1757,0,13.7,-32.6,-8.3,87,0,0,22.4,0,74.2,-32.6,230,1,15,508,0,3040,0,1,1777,6,93,69.8,68.6,69.4,69.3,1777.5,0,1,5,67,-0.5,1,1.2,-4,0.7,4,9.8,2079,J,2,
1472,18.7,18.8,-4.7,84,0,23.5,7,0,0,0,2.3,1711,46.5,12.5,79.4,7.9,84,0,46.5,74.1,2,73.8,79.4,230,1,15,508,0,3040,0,1,1707.3,6,93,67.1,66,66.1,66.6,1707.8,0,2,5,64,0.2,1,1.1,0.5,0.1,0,0.5,1344,I,1,
307.2,0,6.1,-1.6,0,0,14.1,0,0,0,0,3.1,818,13.7,14.5,-0.8,0,86,0,13.7,33.3,2,56.6,-0.9,230,1,15,508,0,3040,0,1,781.8,1,87,5.4,4.1,4.1,5.3,782.3,1,0,5,5,-0.1,1,1.1,0,0,4,-16.8,2537,F,1,
806.4,0,11.8,-2.3,24,0,18.4,4,0,0,0,2.3,1411,32.8,15.2,40.5,22.9,85,0,32.8,51,2.3,66.4,40.5,230,1,15,508,0,3040,0,1,1048.3,3,93,17.4,16.1,16.2,17.3,1049.5,1,0,5,16,0.4,1,1.1,0,0.1,0,-1.9,999,H,2,
358.4,0,7.1,1.6,57,0,14.5,3,0,0,0,6.3,676,19.9,13.7,11.2,-3,88,0,20.3,45.1,2,56.6,11.8,230,1,15,508,0,3040,0,1,0,1,85,0,0,0,0,0,1,0,5,0,0.1,2,29.8,0,-0.4,0,0,1762,E,2,
1177.6,0,14.6,-1.6,34,0,20,4,0,0,0,1.6,1725,38.3,15.2,64.8,19.5,85,0,38.3,57.3,2,73.8,64.9,230,1,15,508,0,3040,0,1,1574,3,81,26.1,25,25.1,26,1575.8,0,2,5,25,0.5,1,1.1,0,0,0,-3.1,592,B,1,
320,0,6.6,2.3,53,0,14.5,3,0,0,0,7.8,671,18.4,12.9,10.9,-2.3,84,0,18.4,40.8,2,57.4,10.9,230,1,15,508,0,3040,0,1,216.8,1,84,1.4,0.1,0.1,1.4,217.5,1,0,5,0,0,2,4.3,0,-0.1,0,1.9,1331,E,2,
1638.4,18.7,18.3,-0.8,75,0,23.1,3,0,0,0,2.3,2128,44.1,13.7,72.7,19.9,86,0,44.1,61.6,2.3,77.3,72.7,230,1,15,508,0,3040,0,1,1919.5,2,91,21.4,20.4,20.6,21.3,1923,0,2,5,20,1,1,1,0,-0.4,0,-3.6,710,J,2,
384,0,6.6,-0.8,0,0,14.5,2,0,0,0,3.1,1057,14.1,15.2,-2.6,-0.8,84,0,14.1,29.4,2.3,62.5,-2.3,230,1,15,508,0,3040,0,1,1079.8,3,90,18,16.5,16.7,17.9,1079,1,0,5,17,-0.4,2,1.9,2,-0.1,8,-17.4,2375,D,2,
627.2,3.5,8,-3.1,46,0,16.1,1,0,0,0,2.3,1627,20.3,12.5,-4.2,27,84,0,20.3,30.6,2,72.3,-4.1,230,1,15,508,0,3040,0,1,1552.5,5,83,44.8,44,44,44.5,1548,0,1,5,42,0,1,0.9,2.5,0.1,0,1.2,1370,J,1,
1190.4,0,10.8,3.1,16,0,18,3,0,0,0,2.3,2490,23.8,14.1,-17.5,35.3,88,0,23.8,32.9,2.3,77.7,-17.7,230,1,15,508,0,3040,0,1,2491.3,5,95,77.8,76.1,76.1,77.3,2489.3,1,0,5,74,-0.2,1,1.1,-3,-0.2,4,-4.5,1030,I,1,
217.6,0,8.5,0,1,0,16.1,1,0,0,0,2.3,1916,0.8,13.3,0.2,10.9,84,0,2,21.6,0.4,76.6,0.2,230,1,15,508,0,3040,0,1,1923,5,92,58.4,57.9,58,58,1923.3,0,1,5,56,-0.3,1,1.1,0,0.4,0,13.2,1339,G,2,
0,0,9.4,0,0,0,16.5,2,0,1,0,3.1,2021,0,13.7,-33.4,-9.8,84,0,0,26.7,0,77.3,-33.4,230,1,15,508,0,3040,0,1,2040.3,5,89,62.3,61,61.1,61.9,2040.3,0,1,5,59,-0.6,2,2,-0.5,0.1,0,1.3,2248,D,2,
998.4,13.3,12.7,0,58,0,19.2,8,0,0,0,1.6,1673,31.6,13.3,51.4,29.3,82,0,31.6,45.5,2,73.8,51.4,230,1,15,508,0,3040,0,1,1667.8,5,90,50.6,50,50.1,50.3,1668.3,0,2,5,49,0.1,1,1.2,-0.5,0.3,0,13.7,1835,F,2,
371.2,0,7.1,0.8,54,0,14.9,7,0,0,0,3.1,771,19.5,14.5,13.9,-0.8,86,0,19.5,43.9,2,55.5,13.9,230,1,15,508,0,3040,0,1,458.5,1,91,3.1,2.3,2.3,3,456.3,1,0,5,3,-0.6,2,7.1,0,0,4,5.2,1685,I,1,
320,0,6.6,-1.6,0,0,14.1,2,0,0,0,3.1,671,19.5,14.5,14.2,-2.6,86,0,19.9,45.9,2,54.7,14.2,230,1,15,508,0,3040,0,1,0,1,89,0,0,0,0,0,1,0,5,0,0,2,7.6,0,-0.5,0,-12.6,663,D,2,
332.8,0,7.1,0,0,0,14.9,4,0,0,0,3.1,669,20.7,14.8,13.5,-2.6,85,0,20.7,47.8,2,54.3,13.9,230,1,15,508,0,3040,0,1,0,1,92,0,0,0,0,0,1,0,5,0,0.1,2,29.5,0,0,0,8.5,1489,G,1,
332.8,0,7.1,-0.8,59,0,14.9,0,0,0,0,2.3,666,21.1,15.2,15.2,-1.9,87,0,21.1,49,2,53.9,15.4,230,1,15,508,0,3040,0,1,0,1,79,0,0,0,0,0,1,0,5,0,0.2,2,10.4,0,-0.1,0,-0.6,1174,F,1,
627.2,0,10.8,-2.3,45,0,16.9,3,0,0,0,3.1,1219,29.7,8.6,70.3,21.8,89,0,29.7,45.1,2,64.8,70.3,230,1,15,508,0,3040,0,0,954.5,1,90,6.4,5.1,5.3,6.3,955,1,0,5,6,0.7,1,1.1,0,0.5,0,-2.1,1298,D,2,
1523.2,19.1,20.2,-1.6,83,0,24.7,4,0,0,0,0.8,1744,46.5,12.1,66.4,9,90,0,46.5,74.5,2,73.8,63.6,230,1,15,508,0,3040,0,1,1637,6,101,64.4,63.1,63.9,64,1637.8,0,1,5,61,0.2,1,1.1,0,0.1,0,1.6,1085,A,2,
3264,30.5,100,3.9,98,0,83.9,1,0,0,0,2.3,2535,60.5,10.9,112.6,5.3,87,0,60.5,94.5,2.7,79.7,112.6,230,1,15,508,0,3040,0,1,2219,5,78,67.6,66.1,66.4,67,2220,1,0,5,64,0.5,1,1.1,3.5,-0.1,0,0.5,1088,J,1,
332.8,0,6.6,0,57,0,14.5,1,0,0,0,3.1,670,20.7,13.7,16.1,-2.3,84,0,20.7,46.7,2,55.5,16.2,230,1,15,508,0,3040,0,1,0,1,50,0,0,0,0,0,1,0,5,0,-0.7,2,32.3,0,0,0,-12.2,358,J,1,
0,0,7.1,0,0,0,14.9,3,0,1,0,2.3,1505,0,15.2,-36.7,-7.1,84,0,0,21.2,0,68.8,-36.7,230,1,15,508,0,3040,0,1,1529.8,5,93,46.5,45.3,45.4,46.3,1529.3,0,1,5,44,-0.8,2,4.5,0.5,0,0,0.8,1383,I,1,
2060.8,22.7,18.8,3.9,76,0,23.9,3,0,0,0,3.1,2299,48.8,11.7,85.2,21.4,83,0,48.8,60.8,2.3,82.8,85.2,230,1,15,508,0,3040,0,1,2297,5,84,69.9,68.8,69.1,69.4,2298,0,2,5,67,0.3,1,1.1,0,0.3,0,10.9,1246,E,2,
1190.4,0,14.1,-2.3,35,0,20.4,3,0,0,0,2.3,1845,37.1,14.5,51.4,25.9,83,0,37.1,52.9,2.3,75.8,51.4,230,1,15,508,0,3040,0,1,1843.8,5,93,56.1,54.8,55.9,55.6,1844.3,0,2,5,54,0.1,1,1.1,0,0.6,4,11.9,1378,I,1,
563.2,0,8.5,-2.3,16,0,16.1,2,0,0,0,3.1,1190,26.6,13.7,20.9,21.8,84,0,26.6,41.6,2.3,64.1,20.6,230,1,15,508,0,3040,0,1,1020,1,92,7,6.1,6.1,6.9,1023,1,0,5,6,0.5,1,1,0,-0.3,0,-3.4,1629,D,2,
320,0,6.6,-7.8,52,0,14.5,3,0,0,0,3.1,768,18,12.9,8.8,-2.3,83,0,18,42,2,55.9,9.1,230,1,15,508,0,3040,0,1,334.8,1,84,2.3,2,2,2.1,334.8,1,0,5,2,-0.1,1,4.5,0,0,0,7.4,937,D,1,
435.2,0,7.1,-3.9,51,0,15.3,255,0,0,0,1.6,926,21.1,18,7.3,4.1,54,0,21.1,40,2,63.7,6.3,230,1,15,508,0,3040,0,1,861.8,0,33,0,0,0,0,862.3,1,0,0,0,-0.1,1,1,0,-0.1,0,14.2,87,C,1,
1561.6,0,23,-2.3,56,0,26.7,7,0,0,0,3.1,1599,49.2,11.7,87.8,2.6,84,0,49.2,82.4,2,71.1,87.8,230,1,15,508,0,3040,0,1,1595,5,88,48.6,47.5,48,48.3,1596,0,2,5,46,0.4,1,1.1,1,0,0,0.9,726,F,2,
1702.4,16.8,19.3,6.3,81,0,23.9,6,0,0,0,0.8,2011,45.3,14.5,71.7,15.8,85,0,45.3,66.7,2.3,76.2,71.7,230,1,15,508,0,3040,0,1,1754.8,3,93,29.1,27.9,28.2,28.9,1756.5,0,2,5,28,0.7,1,1.1,2,-0.2,40,31.4,654,A,2,
345.6,0,7.1,-2.3,0,0,14.5,2,0,0,0,3.1,757,19.1,14.5,11,-1.5,84,0,19.5,44.3,2,55.5,11.2,230,1,15,508,0,3040,0,1,317.3,1,90,2.1,1.5,1.4,2.1,316.3,1,0,5,0,-0.5,2,7,0,0.1,0,12.8,1924,D,2,
307.2,0,7.1,0.8,39,0,14.5,3,0,0,0,3.9,981,14.5,15.6,-4.6,4.9,85,0,14.5,28.6,2.3,60.2,-4.7,230,1,15,508,0,3040,0,1,999.8,3,89,16.5,16,16,16.5,1000.3,1,0,5,15,-0.2,1,1.1,-1.5,-0.6,0,4.9,1767,J,2,
0,0,9.4,0,35,0,16.9,255,0,1,0,1.6,2184,0,15.2,-36.2,-7.5,83,0,0,25.1,0,78.9,-36.2,230,1,15,508,0,3040,0,1,2215,6,79,87.3,86,86.1,86.8,2215.5,0,1,5,83,-0.5,2,1.7,-1,0.1,0,0,1330,C,1,
345.6,0,6.6,-1.6,0,0,14.5,2,0,0,0,2.3,669,20.7,15.2,10.9,-3,86,0,20.7,47.1,2,55.1,11.4,230,1,15,508,0,3040,0,1,0,1,87,0,0,0,0,0,1,0,5,0,0,2,13.3,0,0.2,0,-2.2,227,C,2,
2342.4,19.1,20.2,1.6,76,0,25.5,6,0,0,0,0.8,2872,45.3,12.5,55.9,21.8,90,0,45.3,62.7,3.5,79.3,55.8,230,1,15,508,0,3040,0,1,2728.5,4,98,59.8,58.1,58.2,59.3,2729.3,0,2,5,57,0.5,1,1.2,3,0.1,0,0.8,1015,A,2,
320,0,6.6,-2.3,57,0,14.5,255,0,0,0,5.5,671,20.7,12.5,18.7,-3.8,78,0,20.7,45.1,2,57.8,19.2,230,1,15,508,0,3040,0,1,0,1,41,0,0,0,0,0,1,0,5,0,-0.1,2,11.5,0,-0.1,0,1.2,645,E,1,
512,0,7.1,0.8,21,0,14.5,255,0,1,0,0,2499,5.5,14.5,-34.3,8.6,84,0,5.1,15.7,0,80.5,-34.3,230,1,15,508,0,3040,0,1,2671.5,5,86,81.6,80.1,80.1,81.3,2671.8,1,0,5,78,-0.4,2,1.5,3.5,-0.3,0,-1.8,1006,A,1,
371.2,0,7.1,-0.8,66,0,14.5,6,0,0,0,-0.8,670,24.2,18.8,12.1,-2.6,87,0,24.2,54.5,2,53.5,12,230,1,15,508,0,3040,0,1,0,1,94,0,0,0,0,0,1,0,5,0,0,2,21.1,0,-0.3,0,-52.1,466,A,2,
1241.6,17.2,16,0,63,0,20.4,7,0,0,0,2.3,2018,36.7,12.9,71.5,26.6,84,0,36.7,48.6,2.3,77.7,71.5,230,1,15,508,0,3040,0,1,1898,6,92,74.5,73.7,74,74,1898.5,0,2,5,71,-0.1,1,1.1,0.5,0.2,0,6.5,1617,I,1,
1958.4,25.4,19.7,-0.8,75,0,24.3,3,0,0,0,3.1,2210,47.7,11.7,95.6,21,84,0,47.7,60.8,2.3,83.2,95.6,230,1,15,508,0,3040,0,1,2128.5,5,84,64.6,63.9,64.1,64.1,2129.5,0,2,5,62,0.3,1,1.1,-1,0.4,0,10.8,1262,E,2,
345.6,0,7.1,-0.8,61,0,14.5,3,0,0,0,3.9,671,22.3,15.6,14.1,-1.9,87,0,22.3,50.2,2,54.3,14.5,230,1,15,508,0,3040,0,1,33.3,1,91,0.3,0,0,0.3,34,1,0,5,0,-0.1,2,5.4,0,0.2,0,14.7,501,J,2,
332.8,0,6.6,-3.1,0,0,14.5,0,0,0,0,3.1,671,21.9,15.6,12.8,-2.6,87,0,21.9,49.8,2,53.9,12.8,230,1,15,508,0,3040,0,1,0,1,91,0,0,0,0,0,1,0,5,0,0,2,27.6,0,0.1,0,2.5,458,B,2,
281.6,0,6.6,2.3,0,0,14.5,1,0,0,0,3.9,630,17.2,9.4,17.2,-1.9,85,0,17.2,40.4,2,54.3,17.3,230,1,15,508,0,3040,0,0,0,1,90,0,0,0,0.1,0,1,0,5,0,-0.2,2,18.6,0,0,0,-18,53,G,2,
1280,15.6,14.6,3.1,67,0,20.4,8,0,0,0,1.6,1969,36.7,12.9,52.9,28.1,84,0,36.7,51,2.3,77,52.9,230,1,15,508,0,3040,0,1,1964.8,4,87,43,42,42.1,42.6,1965.8,0,2,5,41,0.4,1,1.1,0.5,0.1,0,0.8,814,F,2,
307.2,0,6.6,-2.3,0,0,14.5,4,0,0,0,3.9,669,19.5,18,4.2,-1.9,87,0,19.5,45.5,2,53.9,4.3,230,1,15,508,0,3040,0,1,641.5,0,75,0,0,0,0,642,1,0,0,0,0,1,1.1,0,-0.1,0,-3,81,B,1,
2419.2,25.4,36.6,0,95,0,34.9,3,0,0,0,3.9,2251,53.5,10.2,106.6,6.4,85,0,53.5,84.7,2.3,78.1,105.6,230,1,15,508,0,3040,0,1,1848.3,5,88,56.3,55,56,55.6,1849,1,0,5,54,0.5,1,1.2,4.5,0.1,0,8.2,1144,D,1,
2163.2,0,55,1.6,56,0,54.5,4,0,0,0,1.6,2003,53.1,14.8,76.8,5.3,86,0,52.7,85.9,2.3,77,76.8,230,1,15,508,0,3040,0,1,1986.5,3,82,33,31.9,32.2,32.6,1989,0,2,5,31,1,1,1.1,1,0.1,0,-3.6,626,B,1,
256,0,6.1,-1.6,0,0,13.7,6,0,0,0,3.1,828,12.9,14.5,-2.3,1.5,84,0,12.9,30.2,2,56.6,-1.8,230,1,15,508,0,3040,0,1,943,2,91,10.5,9.9,9.9,10.5,943.5,1,0,5,10,-0.4,2,2.2,0,0.4,0,-11.7,1798,D,2,
1228.8,18.7,18.3,-4.7,75,0,22.7,4,0,0,0,0.8,1738,41,12.9,84.1,14.3,90,0,41,63.9,2,73.4,84.8,230,1,15,508,0,3040,0,1,1572.3,6,96,61.6,60.4,60.8,61.3,1572.8,0,2,5,59,0.1,1,1.1,0,0.7,0,12.6,769,A,2,
1420.8,0,15.5,-3.9,31,0,21.2,0,0,0,0,2.3,1777,44.5,16.4,56.6,16.5,67,0,44.5,61.6,2,77,56.6,230,1,15,508,0,3040,0,1,1428,2,46,15.9,15.2,15.2,15.6,1429.3,0,1,5,15,1.1,1,0.9,1,-0.1,32,27.4,107,D,1,
64,0,7.1,2.3,0,0,14.9,2,0,1,0,4.7,1681,0.4,13.7,-32.3,-6.4,84,0,0.4,19.2,0,74.2,-32.3,230,1,15,508,0,3040,0,1,1680.8,5,93,51.4,49.7,49.9,51.1,1680.8,0,1,5,48,-1,2,6.9,-1,-0.9,0,-14.2,1531,C,2,
742.4,0,7.5,-2.3,5,0,15.7,2,0,0,0,4.7,1744,21.5,13.7,-5.9,22.1,86,0,21.5,31,2,75.4,-5.9,230,1,15,508,0,3040,0,1,1659,1,93,11.9,11.5,11.3,11.8,1659.5,1,0,5,11,0.5,1,1.1,0,0.1,32,12.5,1360,C,2,
0,0,7.5,0,0,0,15.3,3,0,1,0,3.9,1755,0,9,-22.3,-8.3,89,0,0,22,0,75.4,-22.3,230,1,15,508,0,3040,0,0,1782.3,5,92,54.3,53.2,53.4,54,1782.3,0,1,5,52,-0.6,2,2.8,0.5,0,4,-0.7,1660,D,2,
1216,15.6,13.6,-0.8,65,0,19.6,3,0,0,0,3.1,1757,38.7,11.7,61.8,24.4,83,0,38.7,51.8,2,77.7,61.9,230,1,15,508,0,3040,0,1,1755.5,5,83,53.5,52.1,52.2,53.3,1756.3,0,2,5,51,0.2,1,1,0,-0.1,0,-2.3,1027,E,2,
499.2,0,7.5,0.8,12,0,14.9,0,0,0,0,3.1,1852,14.8,10.2,12.2,40.1,83,0,14.8,18,2.3,78.5,12.2,230,1,15,508,0,3040,0,0,1846.3,5,79,56.5,54.9,55.1,56,1846.5,0,2,5,53,-0.2,1,1,0,-0.7,0,-15.2,1249,B,1,
396.8,0,9.4,-0.8,16,0,16.1,2,0,0,0,3.1,1677,7,14.5,34.7,21.4,84,0,8.2,23.9,1.2,72.7,34.1,230,1,15,322,0,3040,0,1,1653.8,4,91,39.9,38.6,38.7,39.6,1658.8,1,0,5,38,-0.4,1,1.1,0,0.1,0,0,803,D,2,
